Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Organism Part],Term Source 4 REF,Term Source 4 Accession,Experimental Condition [Class],Experimental Condition [Mouse ID],Experimental Condition [Sample ID],Experimental Condition [Score],Experimental Condition [Acquisition date],Experimental Condition [Acquisition time],Experimental Condition [Label_1],Assay Name,Source Name,Experimental Condition [treated],Comment [Image File Path],Comment [Image File Type],Comment [Image Type],Comment [Voxel Size],Comment [Volume Size],Channels
Normal,T2509.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,191,8,31/05/2016,18:43:32,,octmos-normal,T2509,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2509.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
Normal,T2510.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,191,7,31/05/2016,18:46:25,,octmos-normal,T2510,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2510.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
Normal,T2511.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,191,8,31/05/2016,18:48:53,,octmos-normal,T2511,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2511.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
SCC,T2512.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,192,5,31/05/2016,18:55:59,2,octmos-scc,T2512,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2512.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
SCC,T2513.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,192,7,31/05/2016,18:58:46,6,octmos-scc,T2513,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2513.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
SCC,T2514.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,192,6,31/05/2016,19:03:06,6,octmos-scc,T2514,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2514.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
SCC,T2515.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,192,6,31/05/2016,19:05:32,6,octmos-scc,T2515,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2515.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
Normal,T2518.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,6,31/05/2016,19:19:33,0,octmos-normal,T2518,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2518.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x521,grayscale
Normal,T2519.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,6,31/05/2016,19:22:02,0,octmos-normal,T2519,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2519.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x523,grayscale
Normal,T2520.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,7,31/05/2016,19:24:35,0,octmos-normal,T2520,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2520.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Normal,T2521.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,8,31/05/2016,19:27:11,2,octmos-normal,T2521,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2521.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
Normal,T2522.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,7,31/05/2016,19:29:26,0,octmos-normal,T2522,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2522.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
Normal,T2523.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,193,8,31/05/2016,19:33:11,1,octmos-normal,T2523,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2523.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x521,grayscale
SCC,T2527.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,194,6,31/05/2016,19:51:08,,octmos-scc,T2527,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2527.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
SCC,T2528.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,194,5,31/05/2016,19:54:13,,octmos-scc,T2528,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2528.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x520,grayscale
SCC,T2529.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,276,194,6,31/05/2016,19:56:37,,octmos-scc,T2529,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2529.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
Normal,T2530.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,7,31/05/2016,20:02:46,,octmos-normal,T2530,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2530.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
Normal,T2531.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,6,31/05/2016,20:05:15,,octmos-normal,T2531,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2531.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
Normal,T2532.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,7,31/05/2016,20:07:31,,octmos-normal,T2532,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2532.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Normal,T2533.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,7,31/05/2016,20:09:50,,octmos-normal,T2533,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2533.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
Normal,T2534.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,8,31/05/2016,20:12:10,,octmos-normal,T2534,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2534.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
Normal,T2535.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,276,195,8,31/05/2016,20:14:42,,octmos-normal,T2535,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T2535.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
SCC,T2536.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,196,6,02/06/2016,09:22:27,5,octmos-scc,T2536,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2536.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x515,grayscale
SCC,T2537.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,196,6,02/06/2016,09:25:10,5,octmos-scc,T2537,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2537.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
SCC,T2538.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,196,5,02/06/2016,09:27:42,6,octmos-scc,T2538,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2538.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x475,grayscale
SCC,T2543.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,196,6,02/06/2016,09:45:51,6,octmos-scc,T2543,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2543.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x541,grayscale
SCC,T2544.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,196,6,02/06/2016,09:51:39,6,octmos-scc,T2544,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2544.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
Dysplasia,T2551.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,197,6,02/06/2016,10:23:33,5,octmos-dysplasia,T2551,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2551.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x245,grayscale
Dysplasia,T2556.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,197,6,02/06/2016,10:37:22,3,octmos-dysplasia,T2556,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2556.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
SCC,T2557.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,7,02/06/2016,10:43:38,,octmos-scc,T2557,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2557.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x578,grayscale
SCC,T2561.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,6,02/06/2016,10:55:27,,octmos-scc,T2561,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2561.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x547,grayscale
SCC,T2562.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,7,02/06/2016,10:58:12,,octmos-scc,T2562,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2562.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x505,grayscale
SCC,T2563.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,7,02/06/2016,11:01:36,,octmos-scc,T2563,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2563.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
SCC,T2564.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,6,02/06/2016,11:04:21,,octmos-scc,T2564,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2564.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x520,grayscale
SCC,T2565.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,6,02/06/2016,11:07:21,,octmos-scc,T2565,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2565.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x529,grayscale
SCC,T2566.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,198,6,02/06/2016,11:10:17,,octmos-scc,T2566,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2566.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
Dysplasia,T2573.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,199,8,02/06/2016,11:36:04,,octmos-dysplasia,T2573,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2573.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x491,grayscale
Dysplasia,T2574.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,199,8,02/06/2016,11:38:06,,octmos-dysplasia,T2574,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2574.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x509,grayscale
Dysplasia,T2575.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,199,8,02/06/2016,11:40:09,,octmos-dysplasia,T2575,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2575.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
SCC,T2577.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,200,7,02/06/2016,11:51:46,,octmos-scc,T2577,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2577.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x550,grayscale
SCC,T2578.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,200,7,02/06/2016,11:54:31,,octmos-scc,T2578,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2578.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x511,grayscale
Dysplasia,T2588.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,7,02/06/2016,12:33:17,,octmos-dysplasia,T2588,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2588.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x506,grayscale
Dysplasia,T2589.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,7,02/06/2016,12:38:58,,octmos-dysplasia,T2589,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2589.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Dysplasia,T2591.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,6,02/06/2016,12:43:03,,octmos-dysplasia,T2591,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2591.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
Dysplasia,T2592.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,5,02/06/2016,12:46:28,,octmos-dysplasia,T2592,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2592.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia,T2593.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,6,02/06/2016,12:48:31,,octmos-dysplasia,T2593,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2593.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia,T2594.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,6,02/06/2016,12:50:34,,octmos-dysplasia,T2594,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2594.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia,T2596.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,6,02/06/2016,12:55:39,,octmos-dysplasia,T2596,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2596.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
Dysplasia,T2597.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,201,6,02/06/2016,12:57:42,,octmos-dysplasia,T2597,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2597.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
SCC,T2598.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:10:25,,octmos-scc,T2598,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2598.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x504,grayscale
SCC,T2599.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:12:27,,octmos-scc,T2599,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2599.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
SCC,T2600.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:14:29,,octmos-scc,T2600,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2600.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
SCC,T2601.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:17:42,,octmos-scc,T2601,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2601.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
SCC,T2602.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:19:45,,octmos-scc,T2602,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2602.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x512,grayscale
SCC,T2603.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,278,202,6,02/06/2016,13:21:49,,octmos-scc,T2603,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2603.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
Dysplasia,T2604.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,13:56:02,5,octmos-dysplasia,T2604,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2604.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x513,grayscale
Dysplasia,T2605.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:00:17,4,octmos-dysplasia,T2605,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2605.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
Dysplasia,T2606.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:02:20,5,octmos-dysplasia,T2606,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2606.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x507,grayscale
Dysplasia,T2607.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:04:22,5,octmos-dysplasia,T2607,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2607.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x510,grayscale
Dysplasia,T2608.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:07:28,6,octmos-dysplasia,T2608,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2608.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x514,grayscale
Dysplasia,T2609.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:09:32,4,octmos-dysplasia,T2609,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2609.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x518,grayscale
Dysplasia,T2610.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:11:36,5,octmos-dysplasia,T2610,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2610.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x519,grayscale
Dysplasia,T2611.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Dysplasia,278,203,6,02/06/2016,14:16:23,5,octmos-dysplasia,T2611,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T2611.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x508,grayscale
